Job Family,Employee Identifier,Salaries,Overtime,Total Compensation,Total Benefits,Percentage Benefits
Skilled Labor,39326,10740.0,2315.81,16162.89,3107.08,0.19223542324423418
Police Services,6812,121937.765,38259.185,205172.10499999998,39441.16,0.19223451453110552
Correction & Detention,35816,2187.31,704.36,3642.9,700.28,0.19223146394356144
Police Services,49910,142424.485,29844.445,226839.7725,43605.485,0.19223033297655068
Police Services,45792,141780.5775,26865.5375,226431.5575,43525.33500000001,0.19222291928102825
Journeyman Trade,43552,68413.4,18521.44,118737.68,22823.87,0.19222095294433916
Police Services,9635,114880.53749999999,37187.6375,197590.39499999996,37979.425,0.19221291095652707
Correction & Detention,3084,98486.8575,50689.520000000004,205217.72999999998,39445.1025,0.19221098732551034
Administrative-Labor & Trades,13187,55484.0,9646.68,95239.71,18306.03,0.19221005607849917
Fire Services,17563,114259.35,49032.57000000001,222955.97499999998,42849.845,0.19218971368674917
Police Services,3968,94227.524,23881.632,160068.114,30762.906,0.19218634637002094
Police Services,6203,112328.53800000002,17814.722,179592.876,34513.656,0.19217719972366834
Police Services,12858,72001.49250000001,26686.82,135236.1475,25987.835,0.19216633629703184
Police Services,15267,97551.484,24347.502,164072.682,31504.435999999998,0.19201512168856968
Fire Services,1575,132892.23,52313.64,249539.36750000002,47901.659999999996,0.19196033267175766
Fire Services,25475,131885.35,52107.8025,247281.9525,47455.0625,0.19190669606185676
Police Services,47933,111226.73400000001,23452.514000000003,179002.53399999999,34343.322,0.19185941803483075
Correction & Detention,29557,97894.465,61861.605,223950.01,42964.207500000004,0.19184731226401822
Fire Services,47667,108818.08249999999,43262.26,203419.915,39006.2875,0.19175255038327982
Police Services,43174,104871.666,23083.129999999997,161739.24000000002,31012.170000000002,0.19174178140072873
Police Services,43738,120899.64,40571.7475,206655.82000000004,39620.645,0.19172286074498163
Police Services,35953,129220.97750000001,17932.3625,210382.22499999998,40329.21,0.19169494951391453
Nursing,39151,8674.23,1550.7,12649.84,2424.91,0.19169491471828892
Police Services,5649,95997.592,26706.218,162801.78,31201.104000000003,0.19165087752726048
Fire Services,29598,211669.38,40200.0175,352598.77,67567.40500000001,0.19162688797808344
"Clerical, Secretarial & Steno",26157,514.89,493.59,1247.53,239.05,0.19161863842953678
Police Services,1498,102478.03199999999,25411.886,169430.014,32465.371999999996,0.19161523530299654
Police Services,7053,104954.32800000001,19953.394,172258.922,33004.4,0.19159762302471625
Police Services,36714,94363.666,22235.832000000002,160851.46000000002,30815.972,0.19158030645167906
Fire Services,21443,114851.16,50312.2525,221657.8775,42461.65,0.19156391137057605
Police Services,34962,85546.51833333333,14165.303333333335,140780.31999999998,26965.34166666667,0.19154198304611522
Police Services,41486,88323.46166666667,17418.891666666666,144705.56999999998,27712.248333333333,0.1915078205582089
Fire Services,12577,136388.84,44442.7,246359.0275,47178.049999999996,0.19150120244731034
Fire Services,53121,115003.9075,48882.817500000005,228483.0325,43746.8775,0.1914666354929441
Fire Services,45334,160146.545,47184.225000000006,297781.835,57015.2525,0.19146652279847762
Police Services,8074,48945.385714285716,9999.444285714286,85105.27857142857,16292.74857142857,0.19144228001973018
Fire Services,386,124186.06999999999,18602.8825,210382.75999999998,40266.130000000005,0.19139462758260234
Fire Services,17719,115280.11,52044.5225,227787.94999999998,43593.2125,0.19137628878085958
Police Services,42067,121038.09,34151.18,202252.9975,38703.51,0.19136186102754796
Police Services,36854,93192.146,28916.808,160076.964,30631.514000000003,0.19135491600153037
Fire Services,33709,132206.95750000002,53347.855,247060.5775,47267.212499999994,0.19131831139672614
Police Services,5248,95405.18833333334,15587.425000000001,152801.63166666668,29232.143333333337,0.19130779569882211
Police Services,16647,97233.622,21485.85,164722.948,31510.869999999995,0.19129617568524815
Police Services,26940,91713.27999999998,18606.155000000002,148555.90666666665,28415.326666666664,0.1912769899511681
Journeyman Trade,20582,50938.5,20551.2,136024.68,26013.93,0.19124419186282962
Police Services,1899,141469.70750000002,21762.172499999997,229514.53749999998,43891.28,0.19123529375562975
Police Services,49058,111731.28,26904.557500000003,194974.43,37282.462499999994,0.1912171893514447
Fire Services,24789,183493.6825,43784.57,315177.06999999995,60260.19,0.19119471476779706
Fire Services,25001,101358.17,24636.15,191178.74,36551.905,0.19119231040020454
Police Services,36542,121938.52,23240.305000000004,206460.405,39467.915,0.19116457220937835
Police Services,49165,103495.07166666666,12289.875,161171.315,30808.751666666667,0.191155303700703
Fire Services,49351,113463.69,49690.0775,217794.52000000002,41623.555,0.19111387651075884
Police Services,23340,79171.32714285713,13791.885714285716,128435.76142857142,24537.757142857143,0.1910508169214509
Fire Services,24505,108113.73499999999,35079.0075,196914.44,37617.66,0.19103555838769368
Police Services,39772,108385.76800000001,21220.508,176406.46399999998,33698.94,0.19103007472560646
Fire Services,34161,137137.51750000002,50120.445,252543.35,48239.125,0.1910132458447233
Fire Services,30013,115265.935,46496.185,230981.07499999998,44115.49,0.19099179445761952
Police Services,52978,123176.36000000002,24826.899999999998,207530.1775,39634.905,0.19098381487193591
Fire Services,49928,106663.20333333332,37880.386666666665,209838.84999999998,40073.65666666667,0.190973485923444
Journeyman Trade,34781,55941.05,4104.39,76511.92,14611.21,0.19096645333171616
Fire Services,31710,121352.0975,44375.2,230435.53999999998,43998.8175,0.1909376370502571
Fire Services,46835,133509.29,35883.32,235614.38,44979.432499999995,0.19090274753179323
Police Services,19801,86887.065,4505.13,142154.33000000002,27132.239999999998,0.19086467503311363
Police Services,29155,121868.80750000001,29681.0925,206412.6725,39394.4725,0.19085297439768387
Police Services,12445,114560.522,26688.894,183339.91400000002,34985.158,0.19082128510216276
Fire Services,20775,110327.6,30036.276,186186.94799999997,35526.396,0.19081034616884104
Street Transit,17931,92755.05,79711.135,232687.4925,44394.785,0.19079145390678875
Fire Services,23788,106053.58750000001,44243.1025,201297.44,38397.722499999996,0.1907511715002436
Police Services,30916,90506.074,23108.424,159721.418,30465.146,0.19073926578838662
Fire Services,29391,114866.785,46703.4125,204276.88,38961.6275,0.19072950154711588
Police Services,31511,115999.61799999999,19494.614,185200.874,35323.202000000005,0.19072913230420285
Police Services,7339,119822.22,27000.32,204567.0125,39015.427500000005,0.19072198896193004
Fire Services,48341,133689.885,42419.277500000004,227523.0425,43392.485,0.1907168809066888
Journeyman Trade,55190,72545.5,53662.155,162917.5,31058.98,0.19064238034588057
Police Services,29203,121678.35499999998,36549.2825,204154.06,38917.965,0.1906303749237218
Police Services,20780,123499.49,37114.55,208550.175,39752.25750000001,0.1906124389490443
Fire Services,39572,132585.0675,54255.3175,251579.40500000003,47948.275,0.1905890309264385
Fire Services,48652,135157.35,30925.528000000002,215695.33,41104.394,0.19056691677098433
Supervisory-Labor & Trade,39206,121361.3175,65542.38500000001,256530.7725,48883.315,0.19055536504884615
Fire Services,39442,106917.07200000001,42293.864,201431.952,38382.64,0.19054891549678277
Police Services,37168,127459.5325,32767.565000000002,214666.08749999997,40903.985,0.19054702806748647
Police Services,1116,142800.445,20797.677499999998,232417.7075,44281.7025,0.1905263715760556
Fire Services,47138,92853.5425,27648.55,170865.1525,32553.135,0.19051945071128532
"Clerical, Secretarial & Steno",48588,449.3633333333333,456.03333333333336,1118.4566666666667,213.06000000000003,0.19049463993538718
Fire Services,37178,151695.70500000002,48147.4175,271342.415,51676.6425,0.19044808199263652
Police Services,1256,97520.654,28445.212,165765.46,31567.737999999994,0.19043616203279015
Fire Services,39801,120740.16600000001,32806.939999999995,198815.78,37861.0,0.1904325702919557
Fire Services,13238,115411.22,37262.36,206148.12749999997,39255.924999999996,0.19042581407876238
"Clerical, Secretarial & Steno",40762,224.85333333333332,227.02999999999997,558.1733333333333,106.29,0.1904247187253661
Police Services,54034,97242.266,23247.564000000002,165542.02599999998,31522.404,0.19041934402808386
Fire Services,1532,98762.518,38046.526,193371.688,36802.954000000005,0.1903223495675334
Fire Services,52825,115003.905,53009.3225,230846.43,43919.197499999995,0.1902528772049886
Police Services,32881,126050.85749999998,35190.380000000005,211786.47750000004,40291.39750000001,0.19024537343277736
Police Services,16582,89880.84,6082.1675,147536.12,28066.5225,0.19023492348856674
Police Services,14655,92247.296,28783.056,159560.646,30351.114,0.19021679067406133
Street Transit,23955,79409.55,69730.645,199031.5325,37854.18,0.19019187323998524
Police Services,54344,110393.96600000001,21962.193999999996,179949.858,34220.556,0.19016717423583626
Police Services,40792,93151.41,25903.485999999997,161167.766,30647.306,0.19015778874790631
Fire Services,10244,133942.6725,53609.192500000005,255305.90999999997,48548.212499999994,0.1901570257421773
Fire Services,29791,132892.21250000002,54954.557499999995,252067.72999999998,47927.0275,0.1901355143714747
Journeyman Trade,25918,5498.549999999999,285.655,7142.01,1357.8049999999998,0.19011524766837343
Police Services,21420,141648.65,25586.925,228618.3225,43460.235,0.19009952712779615
Police Services,30097,86628.65666666668,23129.523333333334,143865.64833333335,27345.983333333337,0.19008000624286162
Police Services,2776,91925.23833333333,17320.836666666666,151570.02833333332,28809.660000000003,0.19007491333736312
Human Services,31712,26041.86,17177.45,58332.44,11087.22,0.19006953935065976
Fire Services,28507,134356.2575,53658.1025,254552.00749999998,48375.2175,0.19004060496360456
Police Services,19295,143225.64250000002,27196.149999999998,231597.02000000002,44008.7675,0.19002303008907453
Supervisory-Labor & Trade,12955,94031.9,29101.92,183924.15,34947.5,0.19001039287119176
Journeyman Trade,47289,54837.2,2967.06,76541.52,14540.69,0.18997127310771983
Correction & Detention,27339,135746.15499999997,63722.72,266843.55250000005,50687.1075,0.1899506547005665
Fire Services,25291,115277.72000000002,53615.0325,230097.96500000003,43703.479999999996,0.18993423083946
Police Services,4931,97548.03,30273.1,168342.428,31972.273999999998,0.18992403982672743
Police Services,17834,88197.27166666667,21274.985000000004,146021.48166666666,27730.296666666665,0.18990559710911942
Police Services,8986,119843.21,32427.645000000004,204948.9125,38920.675,0.189904276754823
Police Services,53624,102442.84,30290.714,172922.27400000003,32820.364,0.18979835992672636
Street Transit,8999,8369.929999999998,1850.7233333333334,13544.87,2569.186666666667,0.1896796843872748
Street Transit,49492,19950.2,4219.46,32103.965,6086.465,0.18958608383730796
Police Services,48968,111371.982,28657.964,181816.172,34467.456000000006,0.18957310354108659
Police Services,13437,141503.04,38549.395,230430.5475,43681.005,0.18956256222929818
Police Services,3061,123998.41749999998,23022.642499999998,210370.035,39874.317500000005,0.18954371282012672
Fire Services,2113,112461.576,32049.917999999998,186631.40000000002,35372.214,0.18952981116789563
Fire Services,46014,115272.3675,53834.5125,229064.63,43411.5775,0.1895167206739862
Fire Services,37746,111742.0,58861.1725,225438.76750000002,42713.9425,0.18947026269561199
Police Services,52522,98583.222,22123.368,167739.78199999998,31776.684,0.1894403558960152
Fire Services,52979,115277.72750000001,53571.7625,235833.945,44664.2925,0.18938873494229172
Fire Services,1299,114574.9375,42617.53,211004.56000000003,39956.935,0.18936526774587237
Police Services,2578,100002.71833333334,8636.641666666668,158564.7316666667,30023.431666666667,0.18934495301125126
Journeyman Trade,36153,66000.83666666667,67078.43666666666,173477.46666666667,32846.74333333334,0.18934299632382615
Fire Services,12761,115269.71,55060.1875,239415.25,45320.00749999999,0.1892945729229863
Fire Services,43259,114914.0025,53096.06,230541.955,43635.075,0.1892717314729113
Fire Services,41926,105629.0525,49113.792499999996,214083.4775,40518.78999999999,0.18926631084829978
Fire Services,23041,133202.4275,43717.28,238526.39750000002,45136.08,0.18922886721583929
Correction & Detention,2581,22904.5375,5402.160000000001,36949.0675,6990.75,0.18919963271062254
"Lab, Pharmacy & Med Techs",46465,38365.46,15753.942500000001,77292.3425,14623.615000000002,0.18919875536182645
Police Services,21489,92200.07333333335,18004.875,150633.93000000002,28499.300000000003,0.18919575423677784
Fire Services,4722,149769.10749999998,52005.15,280779.645,53120.3675,0.18918881210210234
Fire Services,7160,134698.97999999998,53840.47749999999,246090.86,46555.0125,0.18917814542157316
Police Services,49315,121239.975,42404.2975,207668.65,39285.7625,0.18917521975512433
Police Services,9741,98788.75833333335,19947.008333333335,157631.50333333333,29817.53,0.18915971344222204
Police Services,25307,121792.1275,37419.595,208204.66749999998,39383.08500000001,0.1891556297603175
Fire Services,51168,152118.16999999998,51903.0925,277996.4325,52582.2575,0.18914723842724132
Fire Services,30507,90176.28499999999,32080.503333333338,166607.31000000003,31512.80166666667,0.18914417180534673
Fire Services,16425,126463.09,44023.22,224357.78999999998,42422.915,0.18908599072936136
Police Services,5966,122389.1875,33470.729999999996,208979.3475,39514.994999999995,0.1890856463699122
Fire Services,33450,114649.48,54350.4,228240.90000000002,43154.6825,0.1890751504222074
Fire Services,46785,133624.465,57786.79749999999,252570.275,47748.54749999999,0.18905054246783393
Police Services,6607,122370.72,17427.6125,209153.9925,39532.4025,0.18901098672548647
Supervisory-Labor & Trade,27644,106428.315,49523.740000000005,228898.44,43260.380000000005,0.18899377383262203
