Job Family,Employee Identifier,Salaries,Overtime,Total Compensation,Total Benefits,Percentage Benefits
Supervisory-Labor & Trade,2540,96130.72750000001,17732.635000000002,155257.0,41393.6375,0.266613663152064
Journeyman Trade,16680,85247.725,14764.7075,144412.8025,38501.6325,0.26660816654395997
Journeyman Trade,26321,83037.79,16616.19,143258.27000000002,38193.71,0.26660736584352157
Correction & Detention,13749,47924.698333333334,8498.353333333333,80328.34000000001,21415.75,0.2666026709875991
Street Transit,22335,62982.649999999994,21729.0275,131607.73,35081.947499999995,0.26656449055082093
Nursing,46087,70651.75,20873.385000000002,137326.66999999998,36605.9175,0.2665608763396069
Public Safety Inspection,52397,103042.25999999998,9498.852499999999,156248.9025,41647.145000000004,0.2665436002022479
Protection & Apprehension,6898,63441.7225,24349.067499999997,125543.51499999998,33461.88,0.26653610901367547
Correction & Detention,20999,72115.92499999999,9622.387499999999,114129.73,30416.4625,0.2665077933681259
Street Transit,38733,21930.7,6534.81,48945.21,13044.22,0.2665065692843079
Journeyman Trade,7632,107186.8725,7520.2325,170272.76,45375.497500000005,0.2664871204295978
Journeyman Trade,4986,65580.3,3905.85,98824.57,26333.91,0.2664712834065455
Nursing,27423,56521.4,15408.77,109052.826,29059.392,0.2664707836182072
Journeyman Trade,22568,84145.825,6502.725,132427.7575,35286.729999999996,0.2664602245492226
Police Services,49880,39944.195,2663.545,59632.715,15887.38,0.2664205377870184
"Lab, Pharmacy & Med Techs",47242,49217.845,4462.3949999999995,84752.515,22579.81,0.2664205304113984
Semi-Skilled & General Labor,5792,29616.659999999996,12904.241999999998,61737.945999999996,16447.82,0.2664134631236355
Fire Services,32001,70308.98,9969.64,115390.72,30740.52,0.2664037454658399
Journeyman Trade,27836,101965.60500000001,5331.7625,165892.8525,44190.2825,0.26637845955418726
Human Services,43841,51864.28,9474.965,91992.11,24503.86,0.266369148397618
Construction Inspection,35175,62223.0,11303.970000000001,108351.22000000002,28860.420000000002,0.26635989885485367
Journeyman Trade,46723,92098.85500000001,11146.525,164263.52,43753.1275,0.2663593687752461
Human Services,5420,80265.2075,8212.145,137832.6775,36708.3225,0.26632525149923175
Police Services,3805,38841.03,2554.74,59126.62,15746.470000000001,0.2663177770012898
Journeyman Trade,54699,70392.59199999999,7717.808,119713.38999999998,31881.514000000003,0.26631535536668044
Protection & Apprehension,26454,91551.95499999999,14499.15,154582.0675,41162.035,0.2662794958412625
Journeyman Trade,7337,83443.1275,20626.774999999998,146598.51,39035.630000000005,0.2662757622843507
Journeyman Trade,12463,85159.35,16513.485,153348.10749999998,40828.817500000005,0.26624924275638684
Protection & Apprehension,47421,85348.695,11254.2,146886.405,39106.65,0.2662373689382622
Journeyman Trade,18674,70637.55500000001,6502.4475,112997.05,30081.684999999998,0.2662165516710392
Police Services,12195,48928.455,2615.415,72195.115,19218.045000000002,0.26619591921143143
Human Services,7245,76918.89749999999,23898.495,139476.22499999998,37127.807499999995,0.26619452526765763
Construction Inspection,12095,55337.74,11012.94,94161.17,25064.44,0.26618658200614964
Skilled Labor,54625,65795.2025,17365.245,139481.54,37126.307499999995,0.2661736277072937
Street Transit,40911,50377.067500000005,17938.3525,109049.185,29020.199999999997,0.26612028324650017
Correction & Detention,28249,49502.85999999999,7620.615,83345.3325,22177.1625,0.2660876360412864
Human Services,2016,95627.8125,15159.905,156400.77500000002,41616.0875,0.2660861974628962
Street Transit,53807,60149.636666666665,14698.846666666666,110571.81333333335,29421.296666666673,0.26608315247550735
Journeyman Trade,51991,105824.2175,13297.485,168057.34,44712.985,0.2660579121387974
Street Transit,4684,63153.189999999995,22187.270000000004,134741.5325,35846.6325,0.2660399643294839
Human Services,8426,75915.295,23113.447500000002,137638.4,36615.457500000004,0.2660264686308472
Journeyman Trade,49878,41426.51,4374.828333333334,73691.83,19602.821666666667,0.26601078663220423
Housekeeping & Laundry,44689,36424.1625,13562.7925,72499.83000000002,19284.864999999998,0.2659987616522686
Street Transit,33164,67636.7775,41850.575,158543.685,42171.62,0.26599369126559663
Street Transit,21336,94612.73000000001,15768.8125,157755.6825,41961.8625,0.26599271630040966
Journeyman Trade,19706,58224.17166666666,9229.324999999999,101956.17666666668,27116.371666666662,0.2659610486897752
Protection & Apprehension,52492,65571.51,7249.3099999999995,114324.2975,30404.894999999997,0.26595304467101577
Nursing,9116,70651.7525,20320.4425,137308.9675,36515.5725,0.2659372739074744
"Clerical, Secretarial & Steno",2465,2527.81,249.825,3783.8450000000003,1006.2099999999999,0.2659226263232241
Nursing,31392,62095.283333333326,20849.31,122449.07333333332,32561.899999999998,0.2659219797552844
Protection & Apprehension,25394,33100.6575,12160.9875,69499.7575,18480.205,0.2659031580074218
"Clerical, Secretarial & Steno",47973,5158.01,778.745,8087.155,2150.4,0.26590315135545195
Journeyman Trade,51735,85317.76000000001,12236.625,155736.37,41405.265,0.26586766469515116
Journeyman Trade,8405,64083.259999999995,13534.619999999999,112918.07750000001,30019.275,0.2658500362796205
Street Transit,21200,63032.9,21247.942500000005,132063.135,35106.5275,0.265831395718419
Nursing,18469,70490.435,20021.385000000002,128743.54750000002,34223.55,0.26582730291784135
Journeyman Trade,13676,67245.125,13277.6375,122712.335,32615.86,0.26579120998716227
Street Transit,3531,68831.40749999999,44180.9525,162527.8425,43196.4425,0.26577872342088094
Journeyman Trade,4578,104192.6625,11344.237500000001,169376.16249999998,45016.4525,0.26577796919917823
Journeyman Trade,21020,85571.43,14419.574999999999,156254.4975,41527.945,0.2657711980418356
Nursing,12109,22837.325,4859.4075,39298.704999999994,10443.25,0.26574030874554266
Street Transit,25701,66170.33799999999,18111.718,121469.812,32277.672,0.265725874343166
Journeyman Trade,54129,75705.2925,15538.125,136805.16999999998,36351.52250000001,0.2657174615549983
Human Services,9098,81053.08,5948.305,125635.61249999999,33380.197499999995,0.2656905700205027
Nursing,7755,110304.215,7357.225,160663.3225,42686.6,0.2656897625156482
Journeyman Trade,36603,58267.9825,4053.5250000000005,88148.93,23418.6875,0.26567182948221835
Street Transit,39829,30818.203333333335,4308.09,57115.399999999994,15172.909999999998,0.2656535715411255
"Lab, Pharmacy & Med Techs",20667,80781.53,7999.898000000001,136494.002,36258.121999999996,0.2656389399440423
Fire Services,25981,50309.28,7162.3,81479.17499999999,21642.355,0.26561823926175004
Journeyman Trade,16463,87815.365,9425.002499999999,132400.4575,35160.090000000004,0.2655586745234623
Nursing,7842,76035.755,20992.0225,136696.66,36296.557499999995,0.2655262937660656
Nursing,45931,70651.75,22581.135,137918.9375,36620.217500000006,0.2655198637968046
Skilled Labor,16116,64422.825,4560.06,104395.795,27718.879999999997,0.26551720785305577
Dietary & Food,48119,11571.22,733.01,16955.39,4501.73,0.2655043617398361
Journeyman Trade,25349,91052.45800000001,7614.584000000001,138462.244,36762.276,0.26550397377641805
Fire Services,37251,70026.57,12461.86,113383.66,30103.48,0.2655010430956277
Protection & Apprehension,33202,63232.83000000001,20301.125,118257.94,31396.195,0.2654891079617994
Police Services,18521,48928.46,2562.73,72273.745,19186.695,0.2654725446979398
Skilled Labor,2944,32157.305,9940.155,67022.785,17792.445000000003,0.2654686014614284
Supervisory-Labor & Trade,17666,90958.595,20231.83,152526.685,40490.535,0.26546525285067335
Journeyman Trade,33434,82892.86666666667,13568.253333333334,149813.12666666668,39766.763333333336,0.2654424496580607
Correction & Detention,39249,93683.89,9076.765,144352.12,38316.100000000006,0.26543496555506085
Correction & Detention,44722,66234.1975,20517.85,129868.1875,34468.615000000005,0.2654123050727878
Supervisory-Labor & Trade,52402,23796.0,1245.57,34088.69,9047.12,0.2653994624023393
Human Services,14660,98460.06,13103.0625,157660.34,41842.66,0.2653974994599149
Journeyman Trade,12938,100044.61,7790.8225,160260.125,42532.61,0.26539733448978653
Supervisory-Labor & Trade,40903,77603.585,5030.1483333333335,115152.36166666665,30559.728333333333,0.2653851635435412
Supervisory-Labor & Trade,8524,118566.1325,6363.3025,176893.5175,46943.6225,0.2653778564836329
Supervisory-Labor & Trade,26681,87842.24333333333,11712.96,136889.29,36324.42333333333,0.26535621109097235
Correction & Detention,46482,64671.665,5959.932500000001,101864.6725,27029.695,0.2653490590665768
Journeyman Trade,10936,78085.45,9704.994000000002,133359.548,35383.394,0.26532328978799474
Correction & Detention,3003,44604.45,5304.54,72826.602,19322.273999999998,0.2653189009148058
Journeyman Trade,35,36371.7,6074.44,60853.05,16144.8,0.26530798374116005
Journeyman Trade,49032,93068.6975,15915.184999999998,154902.6925,41094.5125,0.26529243512019646
Protection & Apprehension,50400,68648.1225,7306.844999999999,111488.13249999999,29574.3975,0.26526946713364313
Journeyman Trade,20672,73964.21,5387.095,127406.395,33796.225,0.26526317615375583
Airport Operation,49775,87262.38750000001,17771.96,149144.135,39560.405,0.26524948500321516
Protection & Apprehension,22682,39282.78666666667,25826.956666666665,93404.08,24775.216666666664,0.265247692249275
Fire Services,18030,59187.549999999996,8698.24,98009.93666666666,25995.483333333334,0.26523314081657234
Journeyman Trade,32797,82211.435,14878.9275,150418.08250000002,39894.1325,0.26522165312139245
Journeyman Trade,17105,81852.9825,18408.4375,144173.425,38237.835,0.26522110437481805
Journeyman Trade,37634,84065.455,17894.7925,145039.3975,38465.5375,0.2652075102559634
Protection & Apprehension,54232,85418.2475,12127.094999999998,146796.485,38929.6375,0.2651946162062396
Street Transit,8340,51595.45,15356.435,106508.935,28245.575,0.2651944177265504
Nursing,54509,76038.18,18890.987500000003,144635.095,38355.445,0.265187677997515
Street Transit,4418,91597.48,5055.096666666667,146338.99,38807.04,0.2651859220840598
Journeyman Trade,20579,77955.395,13508.6325,154374.07749999998,40935.3525,0.26516985988142994
Journeyman Trade,14769,101221.5275,14319.325,169532.85,44951.645000000004,0.26515005793862373
"Lab, Pharmacy & Med Techs",12345,51063.515,15694.4825,99092.175,26274.2275,0.26514936724317534
Agriculture & Horticulture,45538,50331.93833333333,13931.095,91238.65999999999,24191.828333333335,0.2651488780450451
Journeyman Trade,54081,85317.5475,15696.060000000001,156509.265,41497.994999999995,0.265147210294547
Journeyman Trade,33831,101482.39749999999,16855.3925,161503.1775,42821.805,0.2651452786432019
Journeyman Trade,15372,47175.93333333333,3271.2100000000005,68881.48,18261.003333333334,0.265107592539146
Journeyman Trade,41380,75026.68400000001,14418.244,124034.82599999997,32882.394,0.2651061404318817
Journeyman Trade,22734,100377.4075,12224.2875,161410.42250000002,42790.677500000005,0.265104798297644
Nursing,49298,70194.97,21053.595,137096.845,36344.9375,0.26510411308152276
Nursing,13328,57707.833333333336,20226.66,112661.40666666666,29863.756666666664,0.2650753044032647
Human Services,44624,110656.31,10966.7175,168315.125,44615.33499999999,0.2650702662639498
Street Transit,21520,69533.805,44727.125,157022.3575,41617.44499999999,0.2650415244211321
Skilled Labor,9682,54732.880000000005,17693.19,99712.02999999998,26426.88666666667,0.2650320795461357
"Lab, Pharmacy & Med Techs",21047,85421.24,14211.9,135882.9525,36012.3125,0.2650245070293126
"Clerical, Secretarial & Steno",30369,1838.875,161.39,2721.535,721.27,0.265023231374941
Protection & Apprehension,7693,92733.19,16978.847500000003,156929.22999999998,41589.275,0.2650193020127608
Journeyman Trade,42353,101482.34,15060.467499999999,168441.8025,44639.350000000006,0.26501349034186455
Journeyman Trade,11353,98441.5,14602.525000000001,167991.9675,44519.0325,0.26500691171439494
Journeyman Trade,16551,100046.5925,14463.2925,160700.905,42580.314999999995,0.2649662427227774
Nursing,30793,45664.89,2732.94,68604.01,18176.21,0.26494384220397615
Journeyman Trade,29576,77076.018,12169.794,127320.38599999998,33728.653999999995,0.2649116536608678
Journeyman Trade,48627,27545.855,3617.55,51398.385,13615.855000000001,0.26490822620204896
Human Services,52925,98444.7775,13706.7,159144.005,42153.487499999996,0.2648763772157173
Journeyman Trade,20746,54833.42333333334,5213.8533333333335,86104.29333333333,22806.016666666663,0.26486503499167363
Street Transit,42451,79374.29000000001,12586.140000000001,137451.64,36405.9925,0.26486400962549445
Journeyman Trade,22730,98341.9025,11389.395,169318.365,44845.822499999995,0.2648609470094989
Human Services,37436,72565.39666666667,4001.123333333333,115805.76000000001,30670.726666666666,0.2648462966493779
Supervisory-Labor & Trade,39844,93530.64,5908.139999999999,141365.515,37439.675,0.26484305596028845
Journeyman Trade,44112,83524.36499999999,20705.1825,145658.245,38573.635,0.2648228735695669
Fire Services,17476,50657.205,6403.08,83224.3,22039.445,0.26481983026591993
Purchasing & Storekeeping,21291,64148.47499999999,23939.46,127339.06499999999,33721.6425,0.26481773287718113
Journeyman Trade,55102,81690.35500000001,14742.34,156061.28,41326.8925,0.2648119539965327
Human Services,1994,111982.91750000001,7417.695,172431.99250000002,45659.229999999996,0.26479558310503193
Journeyman Trade,18824,81701.50749999999,15279.44,151613.92500000002,40145.869999999995,0.2647901239942175
Nursing,53321,70649.5075,21924.115,134903.0,35720.97,0.26479003432095655
Journeyman Trade,45015,107418.00749999999,11165.4825,165031.97249999997,43695.69,0.2647710582263083
Street Transit,19997,69667.26999999999,44847.86000000001,160297.08750000002,42440.5525,0.26476184416014414
Journeyman Trade,18014,74355.75,9055.615,135304.52500000002,35820.875,0.2647426240918402
Journeyman Trade,3234,92256.5,9768.995,153111.95500000002,40534.28,0.2647362186708412
Protection & Apprehension,2525,104175.30750000001,13951.41,167815.8075,44422.942500000005,0.2647125033200463
Protection & Apprehension,36108,16284.168000000001,3715.0660000000003,27232.965999999997,7208.856,0.2647106451790819
Journeyman Trade,38524,101031.67333333334,13351.863333333335,156123.57333333333,41327.236666666664,0.264708498430474
Journeyman Trade,28728,74440.93400000001,12271.556,125543.372,33231.558000000005,0.26470181157791434
"Clerical, Secretarial & Steno",27426,18575.925000000003,2876.5975000000003,29372.085,7774.55,0.2646917983520748
Journeyman Trade,49821,72547.46999999999,14146.936666666666,134844.15,35691.56333333333,0.2646875176515506
Supervisory-Labor & Trade,11361,74935.385,12785.385,122780.2125,32498.072499999995,0.2646849344718311
Skilled Labor,42334,59200.35666666667,23107.296666666665,128280.35333333335,33953.79,0.2646842569241442
Protection & Apprehension,21930,63631.8125,10731.015,106972.05,28312.64,0.2646732487598396
Skilled Labor,44016,61456.498,9781.426000000001,102604.63200000001,27155.742000000006,0.26466389938419155
Journeyman Trade,13121,80732.77249999999,19144.81,150027.645,39706.712499999994,0.2646626393422359
Journeyman Trade,1106,61055.98,15331.387499999999,108236.30750000001,28643.902500000004,0.2646422735734957
Nursing,25774,76038.175,21317.4325,140462.5875,37172.072499999995,0.2646403797737244
"Lab, Pharmacy & Med Techs",48796,111110.7325,5558.9725,175198.01,46356.03,0.26459221768557756
Street Transit,53877,63635.965,17849.25,117980.74250000001,31216.4575,0.26458943077087343
Fire Services,20605,75353.00666666667,9849.596666666666,125487.37,33201.98,0.26458423664469183
Police Services,37456,48924.53,2772.345,72658.565,19222.3,0.2645565598494823
"Clerical, Secretarial & Steno",7752,9193.39,1031.8,13902.99,3677.8,0.26453302491046893
Street Transit,27699,88579.9925,16010.664999999999,149932.5575,39661.072499999995,0.26452608533673544
Port Operation,6187,84711.105,4837.695,121815.55,32223.25,0.2645249313408674
Journeyman Trade,5430,74646.705,7158.83,111225.51,29419.975,0.26450744078404315
Journeyman Trade,3961,86622.70999999999,14792.905,145086.095,38375.66,0.26450267339540706
Journeyman Trade,51698,59435.47666666666,9558.963333333333,104383.75,27609.180000000004,0.2644969164261679
Journeyman Trade,25341,90819.2975,15488.225,151511.05,40073.427500000005,0.26449178129251966
Journeyman Trade,44430,92553.35,16512.1175,158236.50999999998,41849.490000000005,0.26447429863057526
Street Transit,6505,66184.5375,43413.04,159770.23,42254.44,0.264470045514737
Protection & Apprehension,31559,91778.2175,15511.6875,157278.7725,41593.7275,0.26445862234841644
Journeyman Trade,24746,75842.9025,13000.525,141061.44,37304.182499999995,0.264453436034681
Nursing,18264,73548.0225,21321.954999999998,140845.305,37244.86750000001,0.26443811882831314
Construction Inspection,9106,102241.17749999999,15695.865,164493.77,43498.0575,0.2644358962652507
Nursing,45626,70631.73,22125.4575,138628.3125,36656.725,0.2644245200633168
Journeyman Trade,20067,71508.625,6334.795,124711.07,32973.61,0.2644000247933082
Housekeeping & Laundry,12675,55058.12999999999,12735.5625,106718.345,28215.572500000002,0.26439289795957766
Journeyman Trade,41032,63758.583999999995,13593.016,113421.526,29987.739999999998,0.2643919638323328
Journeyman Trade,34388,65856.09666666666,3734.683333333334,98229.05666666669,25969.18333333333,0.26437374250124285
Nursing,25403,70647.79000000001,22030.829999999998,132509.4625,35029.8225,0.26435713977784797
Supervisory-Labor & Trade,33559,108801.2825,12057.5675,167935.39750000002,44393.490000000005,0.2643486165565541
Street Transit,53242,68946.875,43818.420000000006,163989.725,43348.11,0.2643343050913708
Police Services,3360,78648.62,4764.11,118664.225,31366.565,0.2643304247762963
"Clerical, Secretarial & Steno",16833,10296.5,1360.59,16225.43,4288.34,0.26429746391929215
Street Transit,20209,48312.5525,10744.7125,82174.365,21718.22,0.26429434532289964
Journeyman Trade,2407,51546.705,3099.995,94051.195,24856.655000000002,0.2642885611394943
Journeyman Trade,9924,64488.02333333334,9662.3,103838.71166666667,27443.088333333333,0.2642857166932942
Police Services,6723,48924.52,3155.13,72752.385,19227.2,0.2642827448199808
Skilled Labor,44248,45827.655,2806.6800000000003,66103.14,17468.805,0.26426588812573804
Street Transit,48018,73837.67,6459.28,113513.61499999999,29997.48,0.2642632780217598
Journeyman Trade,53296,84833.89499999999,17982.13,144424.815,38165.215,0.26425663069050837
Airport Operation,30802,89227.565,16039.8625,157977.66999999998,41746.590000000004,0.2642562711552842
Street Transit,48392,61563.972499999996,22482.817499999997,130762.7425,34554.16,0.264250805232232
Journeyman Trade,11618,85005.17749999999,18130.965,149332.73,39460.027500000004,0.26424232316652885
Protection & Apprehension,14479,88668.4375,14080.005000000001,152799.5925,40374.590000000004,0.26423231462479196
Human Services,19316,67196.7625,19300.6425,133714.3825,35328.2325,0.26420667574783885
Human Services,20456,51776.630000000005,9898.195000000002,93639.8,24736.515,0.26416667912575637
Fire Services,42930,55633.490000000005,3698.62,84309.48999999999,22271.074999999997,0.2641585781149904
Fire Services,5796,70026.58,10806.19,116023.1,30646.52,0.26414153733178997
"Lab, Pharmacy & Med Techs",45256,111608.95000000001,9550.155,172140.84,45466.6725,0.2641248439359306
Dietary & Food,38203,16842.502500000002,10114.835,39380.7875,10401.345,0.2641223210683636
Nursing,11425,70651.75,21287.14,139404.91999999998,36811.37,0.26406076629146236
"Clerical, Secretarial & Steno",10946,9102.5525,1045.81,13956.747500000001,3685.3475,0.26405489531138965
Journeyman Trade,34071,81700.7775,15646.67,160013.5925,42248.8525,0.26403289770523714
Journeyman Trade,11932,65381.155,4539.205,102584.63500000001,27083.645,0.26401268572042974
Protection & Apprehension,26339,74102.86249999999,12045.2275,124161.42249999999,32779.485,0.26400700265817273
Journeyman Trade,13010,72544.00333333334,5932.833333333333,118163.14666666665,31195.303333333333,0.26400196857768177
Correction & Detention,16600,39186.0,11001.725,74406.955,19643.39,0.26399938016546975
Nursing,21389,29100.36,1921.71,54605.69,14415.51,0.26399281833083693
Fire Services,46929,75143.19666666666,11245.936666666666,125873.29,33225.63,0.2639609245138504
Journeyman Trade,54522,108687.22750000001,9465.4925,169662.43,44780.42,0.26393833920685916
Supervisory-Labor & Trade,1619,102261.82,9665.3225,157011.31,41439.9175,0.2639295060973633
Human Services,37193,98447.95500000002,17169.297499999997,161268.0275,42562.844999999994,0.2639261213757947
Protection & Apprehension,4260,82752.80600000001,8240.304,134394.114,35469.204000000005,0.263919326109773
Journeyman Trade,21992,77556.564,12953.320000000002,128232.61000000002,33842.406,0.26391419468105654
Journeyman Trade,16013,69844.87,7039.478,119952.406,31655.676,0.26390196791884274
Street Transit,30662,20038.34,12373.425,47416.205,12512.645,0.26388963435601814
Nursing,52189,126169.75249999999,8273.372500000001,183075.625,48309.024999999994,0.2638746965905483
Journeyman Trade,20001,93285.19,12399.772500000001,149125.1725,39348.4575,0.2638619412158601
"Clerical, Secretarial & Steno",23723,4895.37,320.145,7084.860000000001,1869.345,0.26385066183382594
Supervisory-Labor & Trade,3160,107353.275,7809.0825,156442.2175,41276.86,0.2638473211363167
Street Transit,54599,81835.65,18915.1725,145354.9225,38351.445,0.26384689517480914
Street Transit,32467,61731.775,24132.745000000003,132067.45750000002,34844.965,0.2638421732318122
"Clerical, Secretarial & Steno",5632,14040.085000000001,1755.67,21814.815000000002,5755.290000000001,0.2638248364700778
Journeyman Trade,25282,84993.842,11400.658,131602.024,34719.64400000001,0.26382302448479067
Journeyman Trade,8939,59805.988,6065.476,91611.23400000001,24169.138,0.2638228625978338
Journeyman Trade,34395,73783.505,12857.41,126979.61249999999,33498.0575,0.26380658154867187
Construction Inspection,54598,102241.1575,14948.7775,170063.29499999998,44858.675,0.2637763486824127
Street Transit,50823,82932.865,19575.41,150825.34,39780.72,0.26375355759184765
Journeyman Trade,35341,53389.436,9851.362,87148.036,22983.96,0.2637346870329929
"Lab, Pharmacy & Med Techs",27065,66985.3,10256.95,115626.27,30494.42,0.26373262754216664
Correction & Detention,44269,37840.16333333333,16839.65166666667,79763.78833333334,21035.381666666664,0.26372094538388374
Journeyman Trade,53120,26041.680000000004,1857.5166666666667,37992.916666666664,10019.256666666666,0.26371380630161323
Journeyman Trade,28911,74259.00600000001,12613.901999999998,125009.448,32966.695999999996,0.2637136354685767
"Clerical, Secretarial & Steno",46703,3840.2,470.79,6018.02,1587.03,0.26371298201069454
Street Transit,28988,80476.68,16231.507500000002,144537.82,38113.7475,0.26369394183473915
Journeyman Trade,17037,85247.735,17911.4475,155866.3075,41100.06,0.26368790445619555
Journeyman Trade,38504,105522.34000000001,17314.87,167052.59,44049.667499999996,0.26368742621709723
Fire Services,3020,72943.27,10901.789999999999,122588.43666666666,32324.7,0.263684739596565
Police Services,16865,48928.46,3070.435,72898.41,19219.57,0.2636486858904056
"Clerical, Secretarial & Steno",39838,9819.295,683.515,14263.285,3760.4750000000004,0.26364718926951264
Correction & Detention,38674,64021.095,11113.17,105556.7125,27829.39,0.263643962954985
"Clerical, Secretarial & Steno",12984,35173.822499999995,13298.552500000002,68817.5075,18142.7925,0.26363629197119637
Journeyman Trade,11719,36522.556,3370.0440000000003,55307.03200000001,14580.612000000003,0.2636303463183488
Journeyman Trade,40985,93700.2925,19896.147500000003,156962.305,41374.56,0.26359551740782605
Journeyman Trade,8705,91125.52500000001,19509.059999999998,159420.57,42017.7825,0.26356562707058445
Skilled Labor,54332,63418.45,22574.815,137062.245,36121.54,0.26354113782391353
Journeyman Trade,1284,55893.29,3290.52,83945.49999999999,22122.693333333333,0.2635363817397399
Journeyman Trade,21202,78242.74333333333,4602.503333333333,126301.04666666668,33283.799999999996,0.26352750732020847
Journeyman Trade,21679,61750.72,9682.76,98174.215,25869.985,0.2635109942055559
Street Transit,31835,44075.025,11318.465,81675.79,21520.864999999998,0.26349136016927416
Journeyman Trade,54662,90197.26,11148.087500000001,150963.31,39774.725,0.263472793488696
Protection & Apprehension,46753,46557.240000000005,8307.82,84875.42749999999,22362.014999999996,0.263468658228555
"Clerical, Secretarial & Steno",15165,17319.498,1544.864,25874.541999999998,6816.976,0.2634626730784259
Nursing,41753,70326.2875,23681.4825,136340.7725,35916.740000000005,0.2634335961386753
Protection & Apprehension,45158,51106.0975,17403.614999999998,97254.8725,25619.065000000002,0.26342191749827243
Journeyman Trade,22986,105276.01000000001,9461.77,175376.96500000003,46197.265,0.2634169487423847
Journeyman Trade,10764,59824.0,4277.66,92152.87,24273.54,0.26340514408287014
Fire Services,7332,59139.58666666667,8969.373333333335,99267.33333333333,26145.513333333332,0.26338486645489284
Journeyman Trade,52092,81701.475,15006.109999999999,157334.5975,41437.96,0.2633747482018378
Journeyman Trade,1336,61348.79,8018.336666666667,102897.76666666666,27099.48833333333,0.2633632314015238
Journeyman Trade,22790,91973.1825,16668.6825,155294.5875,40898.520000000004,0.2633608850018679
Supervisory-Labor & Trade,32148,113493.9225,7661.804999999999,172735.92,45491.317500000005,0.2633576010131535
"Clerical, Secretarial & Steno",46083,3623.55,374.85,5427.68,1429.28,0.2633316628835893
Correction & Detention,47708,71913.81999999999,9482.39,119484.9475,31459.417499999996,0.26329188871259285
Journeyman Trade,31231,57363.174999999996,7182.285,101036.51000000001,26601.9475,0.26329044322690875
Journeyman Trade,53127,86383.565,15340.259999999998,158590.52749999997,41753.235,0.2632769791373574
Information Systems,12434,53938.99333333334,14848.696666666665,95313.72833333333,25093.35166666667,0.2632711164010879
Street Transit,48304,69695.84,45939.3125,167071.7975,43981.8775,0.26325135754884066
Journeyman Trade,6569,84544.1375,17750.055,153995.63,40539.255000000005,0.2632493857130881
Street Transit,53626,78330.61,8238.256666666666,119234.61666666665,31388.34,0.26324855044193685
Public Safety Inspection,15990,113554.6775,11867.46,173314.995,45621.96,0.2632314647673734
Journeyman Trade,14179,81445.102,10965.128,135485.592,35658.835999999996,0.2631928271753058
Police Services,51293,48924.53,3308.05,73063.815,19229.015,0.2631810972367101
Journeyman Trade,8981,38982.183999999994,4699.255999999999,59854.926,15752.535999999998,0.2631786062186427
Nursing,18775,55628.873999999996,17818.036,109718.61000000002,28874.922,0.263172510114738
"Clerical, Secretarial & Steno",10198,26830.77,3150.45,41404.97,10896.21,0.26316188612140035
Journeyman Trade,34899,71657.04000000001,4495.905,111383.505,29311.78,0.2631608692867045
Airport Operation,46447,86002.32,17025.965,154878.3425,40756.665,0.2631527710209063
Police Services,38717,48924.515,2685.925,73091.865,19232.935,0.2631337290408447
Journeyman Trade,49011,60281.738,9569.117999999999,98024.896,25790.282,0.2630993048949524
Fire Services,19492,75358.15666666666,11810.103333333333,125605.23333333334,33044.46333333333,0.26308189918838304
"Clerical, Secretarial & Steno",46373,8044.72,1127.97,12447.26,3274.57,0.2630755684383551
Journeyman Trade,51701,89071.115,9768.18,134121.56,35282.265,0.2630618447921423
Nursing,34253,56521.404,20483.186,107292.36399999999,28223.832000000002,0.26305536524481843
Street Transit,12458,58101.697499999995,39682.495,139996.9375,36826.192500000005,0.26304998636130883
Journeyman Trade,49631,81474.23000000001,21065.3275,140534.35499999998,36967.2975,0.26304811730910926
"Clerical, Secretarial & Steno",36649,15233.54,1878.79,23220.13,6107.8,0.2630390096868536
Street Transit,41590,67208.275,16069.255,122016.86000000002,32094.1375,0.26303035088757404
Street Transit,32050,71542.3525,47100.807499999995,169275.4375,44520.91500000001,0.263008713239923
Fire Services,33550,74759.69333333334,11605.036666666667,125952.12666666666,33121.39333333333,0.2629681150282549
Journeyman Trade,54537,92912.125,18600.947500000002,157351.16,41376.885,0.2629588812691308
Journeyman Trade,12469,34373.025,4994.975,57214.51,15044.815,0.2629545372319015
Human Services,43866,98447.955,16554.2775,167385.615,44014.315,0.2629515983198437
Police Services,36154,48928.46,3528.84,73147.155,19233.835,0.2629471371784726
Street Transit,18544,77068.69666666666,15838.050000000001,138836.91333333333,36504.07,0.262927697854802
Street Transit,35316,61939.9975,22225.004999999997,132536.62,34847.03,0.26292378664855043
Skilled Labor,53746,47083.712499999994,14386.19,83559.26,21968.260000000002,0.2629063493381823
"Clerical, Secretarial & Steno",20480,5617.17,794.88,8699.08,2287.03,0.26290481292274587
Journeyman Trade,30707,79191.1575,19717.4375,140931.53,37049.3575,0.26288906038272625
Skilled Labor,28565,74467.14,10224.29,119573.535,31433.595,0.26288087075455285
Journeyman Trade,16275,60756.0,5738.43,93994.24,24708.41,0.2628715334046001
Nursing,31629,56407.047999999995,17713.938000000002,110698.822,29099.074,0.2628670610424382
Skilled Labor,4897,65731.4025,22086.924999999996,138583.0525,36427.045,0.2628535332630229
Journeyman Trade,47819,81701.475,15924.1325,161719.4275,42506.7675,0.26284267856439203
